city,日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3 
huainan,2015-05-23,轻度污染,106,305,76,116,18,29,1.06,73
huainan,2015-05-24,轻度污染,105,282,77,121,25,21,0.95,97
huainan,2015-05-25,良,99,244,68,111,16,17,0.80,102
huainan,2015-05-26,良,94,240,69,109,16,23,0.85,76
huainan,2015-05-27,良,97,244,71,90,23,30,0.99,42
huainan,2015-05-28,良,77,224,53,85,13,29,0.72,29
huainan,2015-05-29,优,50,102,27,53,16,28,0.71,18
huainan,2015-05-30,良,83,306,56,87,13,18,0.89,60
huainan,2015-05-31,良,90,260,65,96,13,17,0.85,89
huainan,2015-06-01,良,87,233,61,92,15,19,0.91,103
huainan,2015-06-02,良,92,305,67,81,19,24,1.05,60
huainan,2015-06-03,良,71,290,42,71,17,23,0.68,53
huainan,2015-06-04,优,49,150,17,52,18,31,0.57,47
huainan,2015-06-05,良,54,139,17,60,11,16,0.51,70
huainan,2015-06-06,良,66,181,25,81,11,19,0.56,78
huainan,2015-06-07,良,73,267,35,88,16,27,0.67,67
huainan,2015-06-08,良,59,220,26,62,16,24,0.64,70
huainan,2015-06-09,良,64,197,37,67,13,19,0.72,83
huainan,2015-06-10,良,61,188,39,66,16,17,0.76,68
huainan,2015-06-11,轻度污染,107,345,48,161,13,11,0.53,94
huainan,2015-06-12,良,81,274,22,111,11,12,0.40,86
huainan,2015-06-13,良,68,236,25,82,12,12,0.48,100
huainan,2015-06-14,轻度污染,136,363,93,167,21,23,0.97,118
huainan,2015-06-15,轻度污染,102,312,75,118,20,22,0.99,88
huainan,2015-06-16,良,74,234,51,52,25,26,0.77,71
huainan,2015-06-17,优,38,68,15,34,21,21,0.62,73
huainan,2015-06-18,优,40,71,15,38,12,22,0.60,57
huainan,2015-06-19,良,53,150,31,51,16,18,0.78,86
huainan,2015-06-20,轻度污染,104,351,77,107,18,25,1.14,64
huainan,2015-06-21,良,83,277,54,84,16,13,0.82,79
huainan,2015-06-22,良,86,288,63,82,15,16,0.86,89
huainan,2015-06-23,良,70,240,48,66,15,15,0.86,70
huainan,2015-06-24,良,52,202,28,55,12,24,0.73,27
huainan,2015-06-25,优,41,140,12,41,12,21,0.73,32
huainan,2015-06-26,优,39,92,18,37,10,15,0.88,57
huainan,2015-06-27,优,33,70,6,32,13,20,0.73,55
huainan,2015-06-28,优,34,61,12,33,11,20,0.68,54
huainan,2015-06-29,优,43,124,22,44,7,14,0.97,45
huainan,2015-06-30,优,33,46,10,32,11,15,0.74,44
huainan,2015-07-01,优,45,130,25,42,10,18,0.76,62
huainan,2015-07-02,良,54,182,32,53,6,21,0.97,64
huainan,2015-07-03,良,83,303,60,94,14,24,1.22,86
huainan,2015-07-04,良,77,286,48,74,11,15,0.87,101
huainan,2015-07-05,良,57,199,27,54,12,15,0.70,90
huainan,2015-07-06,优,42,73,13,39,13,13,0.49,74
huainan,2015-07-07,良,57,185,31,61,13,19,0.62,76
huainan,2015-07-08,良,94,304,67,94,17,28,0.90,71
huainan,2015-07-09,优,40,51,20,39,12,19,0.58,61
huainan,2015-07-10,优,47,117,24,47,13,19,0.54,29
huainan,2015-07-11,优,45,111,18,45,10,13,0.42,35
huainan,2015-07-12,优,46,94,21,49,13,17,0.55,55
huainan,2015-07-13,良,60,105,33,68,15,19,0.62,66
huainan,2015-07-14,良,63,115,40,69,12,20,0.74,75
huainan,2015-07-15,轻度污染,134,351,102,136,13,19,1.16,89
huainan,2015-07-16,轻度污染,107,350,77,84,29,21,0.90,53
huainan,2015-07-17,优,40,48,15,40,12,14,0.59,42
huainan,2015-07-18,优,33,20,6,32,10,11,0.71,41
huainan,2015-07-19,优,39,39,10,38,10,13,0.78,38
huainan,2015-07-20,良,52,119,21,55,13,21,0.91,29
huainan,2015-07-21,良,59,177,29,66,12,16,0.88,58
huainan,2015-07-22,良,64,230,37,72,14,16,1.03,63
huainan,2015-07-23,优,47,164,24,49,11,19,0.99,52
huainan,2015-07-24,优,46,130,21,46,12,17,0.83,47
huainan,2015-07-25,优,50,141,21,53,12,22,0.89,49
huainan,2015-07-26,优,38,66,9,37,11,13,0.75,39
huainan,2015-07-27,优,40,66,10,39,11,15,0.61,36
huainan,2015-07-28,优,40,80,9,39,10,12,0.46,50
huainan,2015-07-29,优,40,82,11,39,10,12,0.46,55
huainan,2015-07-30,优,47,151,17,47,9,13,0.47,64
huainan,2015-07-31,优,45,140,16,46,7,22,0.42,46
huainan,2015-08-01,优,49,141,17,51,5,15,0.46,52
huainan,2015-08-02,优,45,101,16,44,5,13,0.42,62
huainan,2015-08-03,优,46,113,17,46,5,14,0.44,61
huainan,2015-08-04,优,45,123,17,43,5,11,0.40,66
huainan,2015-08-05,优,44,84,11,44,7,16,0.42,57
huainan,2015-08-06,优,40,70,8,39,8,20,0.54,31
huainan,2015-08-07,良,52,154,24,55,10,19,0.69,69
huainan,2015-08-08,优,38,101,9,37,8,17,0.46,30
huainan,2015-08-09,优,37,106,8,36,8,16,0.36,12
huainan,2015-08-10,优,33,89,6,32,13,15,0.24,18
huainan,2015-08-11,优,37,101,10,37,7,16,0.48,35
huainan,2015-08-12,良,55,172,30,58,7,19,0.78,63
huainan,2015-08-13,良,65,187,41,67,7,21,0.83,62
huainan,2015-08-14,良,67,220,43,74,14,21,1.00,78
huainan,2015-08-15,良,76,285,53,85,11,29,1.07,61
huainan,2015-08-16,良,70,227,45,72,7,22,0.95,47
huainan,2015-08-17,良,56,151,27,60,10,22,1.05,62
huainan,2015-08-18,良,63,177,34,75,13,20,1.00,58
huainan,2015-08-19,良,51,157,23,55,16,17,0.66,43
huainan,2015-08-20,优,36,42,9,35,6,13,0.80,36
huainan,2015-08-21,良,54,160,30,55,7,16,1.06,50
huainan,2015-08-22,良,77,282,55,82,8,22,1.16,60
huainan,2015-08-23,良,70,240,45,80,8,19,1.01,57
huainan,2015-08-24,良,65,229,38,70,10,21,0.87,47
huainan,2015-08-25,良,60,184,34,63,8,14,0.78,75
huainan,2015-08-26,良,71,212,43,85,12,20,0.84,74
huainan,2015-08-27,良,65,191,37,79,10,22,0.88,68
huainan,2015-08-28,良,90,309,62,118,12,26,0.98,64
huainan,2015-08-29,良,77,284,52,93,10,23,0.91,71
huainan,2015-08-30,良,80,280,51,103,10,26,0.87,67
huainan,2015-08-31,良,84,305,60,106,12,25,0.95,70
huainan,2015-09-01,良,72,271,45,82,10,17,0.81,57
huainan,2015-09-02,优,50,156,22,52,9,17,0.67,61
huainan,2015-09-03,良,62,235,39,70,10,20,0.74,63
huainan,2015-09-04,良,70,286,48,81,9,17,1.01,66
huainan,2015-09-05,优,42,124,19,41,6,14,0.67,56
huainan,2015-09-06,良,66,310,45,72,9,19,0.93,50
huainan,2015-09-07,良,70,300,43,82,12,22,0.91,54
huainan,2015-09-08,优,49,113,17,53,10,21,0.65,45
huainan,2015-09-09,优,47,125,14,48,15,21,0.58,49
huainan,2015-09-10,良,61,231,28,74,11,27,0.62,52
huainan,2015-09-11,良,82,324,39,111,12,32,0.92,33
huainan,2015-09-12,良,67,293,37,71,9,17,0.74,44
huainan,2015-09-13,良,72,302,29,93,13,28,0.70,45
huainan,2015-09-14,良,66,220,31,80,11,21,0.76,67
huainan,2015-09-15,良,77,270,53,101,13,28,0.94,56
huainan,2015-09-16,良,77,266,51,89,13,34,0.91,41
huainan,2015-09-17,良,59,138,35,69,13,30,0.73,45
huainan,2015-09-18,良,63,161,40,69,10,26,0.82,60
huainan,2015-09-19,良,87,279,64,104,13,32,0.90,29
huainan,2015-09-20,良,68,223,49,64,6,21,0.75,75
huainan,2015-09-21,良,67,203,48,70,10,19,0.85,67
huainan,2015-09-22,良,76,285,54,74,9,19,0.87,53
huainan,2015-09-23,良,80,311,58,71,8,21,0.84,54
huainan,2015-09-24,良,74,289,52,72,13,29,0.88,41
huainan,2015-09-25,轻度污染,104,334,77,98,15,24,1.20,53
huainan,2015-09-26,轻度污染,118,356,89,130,15,34,1.39,51
huainan,2015-09-27,良,71,243,42,74,11,18,0.77,60
huainan,2015-09-28,优,49,142,13,51,9,14,0.44,55
huainan,2015-09-29,良,54,188,11,59,8,16,0.48,52
huainan,2015-09-30,优,36,62,7,35,10,19,0.52,27
huainan,2015-10-01,良,87,313,38,124,8,18,0.54,46
huainan,2015-10-02,轻度污染,134,351,97,186,9,31,0.77,55
huainan,2015-10-03,良,90,268,63,125,7,27,0.76,61
huainan,2015-10-04,轻度污染,106,305,78,144,13,53,1.09,31
huainan,2015-10-05,良,86,268,62,98,11,38,0.97,54
huainan,2015-10-06,良,68,220,46,75,13,40,1.02,34
huainan,2015-10-07,优,36,56,10,35,13,36,0.69,23
huainan,2015-10-08,优,43,123,17,43,14,19,0.51,40
huainan,2015-10-09,良,74,301,45,88,17,28,0.61,34
huainan,2015-10-10,良,90,341,63,99,18,29,0.68,48
huainan,2015-10-11,轻度污染,101,342,72,117,18,40,0.74,51
huainan,2015-10-12,中度污染,174,361,134,171,17,48,0.99,64
huainan,2015-10-13,良,82,203,59,94,8,30,0.72,88
huainan,2015-10-14,良,98,210,68,108,19,44,0.96,72
huainan,2015-10-15,轻度污染,140,297,105,149,24,37,1.26,76
huainan,2015-10-16,重度污染,231,348,182,236,33,49,1.85,84
huainan,2015-10-17,中度污染,167,330,127,165,19,28,1.53,101
huainan,2015-10-18,良,84,222,56,97,16,30,0.99,78
huainan,2015-10-19,良,76,152,52,93,17,34,0.92,54
huainan,2015-10-20,良,72,123,49,80,18,31,0.95,58
huainan,2015-10-21,良,79,191,53,87,15,32,0.86,53
huainan,2015-10-22,良,92,229,67,104,12,32,0.96,49
huainan,2015-10-23,中度污染,155,338,117,165,11,36,1.32,42
huainan,2015-10-24,轻度污染,150,336,113,159,12,35,1.37,48
huainan,2015-10-25,轻度污染,105,293,76,112,13,20,1.11,52
huainan,2015-10-26,良,89,274,60,92,10,30,1.01,18
huainan,2015-10-27,良,62,212,28,71,9,25,0.50,30
huainan,2015-10-28,良,77,234,47,101,10,44,0.65,26
huainan,2015-10-29,轻度污染,111,346,81,129,13,44,1.02,27
huainan,2015-10-30,良,89,336,56,105,11,38,0.82,24
huainan,2015-10-31,良,88,297,60,102,15,40,0.84,26
huainan,2015-11-01,轻度污染,142,346,107,149,15,42,1.10,41
huainan,2015-11-02,良,92,236,67,99,17,49,0.91,37
huainan,2015-11-03,轻度污染,113,253,84,111,18,36,1.05,58
huainan,2015-11-04,中度污染,153,331,116,140,14,45,1.29,30
huainan,2015-11-05,良,85,217,60,110,13,44,1.16,22
huainan,2015-11-06,良,54,190,28,57,8,30,0.95,6
huainan,2015-11-07,优,42,121,23,40,6,23,0.79,8
huainan,2015-11-08,良,61,187,43,59,6,24,0.94,14
huainan,2015-11-09,良,65,150,45,71,7,22,0.99,33
huainan,2015-11-10,良,75,196,52,78,11,29,1.06,36
huainan,2015-11-11,良,55,119,32,54,9,26,0.63,37
huainan,2015-11-12,良,62,154,39,66,9,33,0.93,28
huainan,2015-11-13,轻度污染,118,296,84,116,11,25,1.46,46
huainan,2015-11-14,轻度污染,107,265,78,139,9,22,1.50,41
huainan,2015-11-15,良,87,235,62,108,14,38,1.54,18
huainan,2015-11-16,良,66,200,43,71,7,20,1.22,29
huainan,2015-11-17,良,73,254,52,87,10,28,1.34,21
huainan,2015-11-18,良,52,179,33,53,8,25,0.89,24
huainan,2015-11-19,良,65,227,45,69,11,36,0.81,13
huainan,2015-11-20,良,59,149,37,62,7,30,0.81,13
huainan,2015-11-21,良,63,200,38,73,8,32,0.99,13
huainan,2015-11-22,优,45,141,25,43,15,32,1.09,7
huainan,2015-11-23,优,33,61,12,32,10,25,0.75,6
huainan,2015-11-24,优,35,117,14,32,45,26,0.48,28
huainan,2015-11-25,良,83,312,61,57,50,21,0.62,28
huainan,2015-11-26,良,84,321,60,73,22,20,0.70,35
huainan,2015-11-27,良,60,164,41,61,22,32,0.64,28
huainan,2015-11-28,良,77,175,54,94,33,50,0.99,19
huainan,2015-11-29,轻度污染,125,268,94,139,17,52,1.34,24
huainan,2015-11-30,中度污染,196,307,150,185,43,74,1.97,7
huainan,2015-12-01,中度污染,174,314,131,200,11,52,2.06,7
huainan,2015-12-02,良,81,209,53,85,7,26,1.05,22
huainan,2015-12-03,良,61,196,31,67,25,22,0.60,28
huainan,2015-12-04,良,76,283,53,80,16,25,0.91,20
huainan,2015-12-05,重度污染,204,357,157,214,10,34,2.28,13
huainan,2015-12-06,优,42,106,24,40,9,42,0.97,29
huainan,2015-12-07,良,83,177,59,99,25,66,1.75,15
huainan,2015-12-08,良,71,158,48,82,15,48,1.20,28
huainan,2015-12-09,轻度污染,104,247,75,122,14,52,1.42,10
huainan,2015-12-10,轻度污染,112,241,81,129,21,44,1.44,7
huainan,2015-12-11,轻度污染,112,241,80,147,11,45,1.90,13
huainan,2015-12-12,良,70,162,44,80,11,32,0.78,18
huainan,2015-12-13,轻度污染,105,254,78,125,20,39,1.10,24
huainan,2015-12-14,中度污染,166,283,127,181,33,48,1.93,21
huainan,2015-12-15,轻度污染,122,287,91,129,24,33,1.16,21
huainan,2015-12-16,良,76,299,50,87,19,30,0.77,20
huainan,2015-12-17,良,77,296,53,93,25,44,0.94,15
huainan,2015-12-18,轻度污染,112,300,83,123,23,41,0.92,26
huainan,2015-12-19,轻度污染,117,261,87,128,40,53,1.20,13
huainan,2015-12-20,中度污染,160,286,121,163,48,47,1.55,16
huainan,2015-12-21,轻度污染,133,203,100,137,25,38,1.48,39
huainan,2015-12-22,中度污染,181,251,138,174,9,40,1.96,14
huainan,2015-12-23,轻度污染,107,146,78,116,12,34,1.84,7
huainan,2015-12-24,良,68,128,42,77,23,39,2.19,6
huainan,2015-12-25,轻度污染,115,233,84,119,20,30,2.32,36
huainan,2015-12-26,良,62,112,41,71,10,32,1.29,48
huainan,2015-12-27,良,70,165,40,86,10,39,1.32,11
huainan,2015-12-28,良,59,97,30,68,11,37,0.90,13
huainan,2015-12-29,良,77,120,51,97,13,42,1.26,22
huainan,2015-12-30,轻度污染,107,162,79,133,17,39,1.52,31
huainan,2015-12-31,轻度污染,117,174,88,128,27,48,1.51,33
lasa,2019-01-01,良,51,117,30,53,5,38,1.07,41
lasa,2019-01-02,优,40,71,20,38,5,29,0.81,50
lasa,2019-01-03,优,37,44,12,28,5,22,0.63,64
lasa,2019-01-04,优,38,69,11,25,5,19,0.55,74
lasa,2019-01-05,优,42,85,14,32,5,23,0.65,74
lasa,2019-01-06,优,42,84,18,39,6,26,0.73,58
lasa,2019-01-07,优,38,53,10,31,5,19,0.65,63
lasa,2019-01-08,优,40,82,8,17,4,15,0.56,76
lasa,2019-01-09,优,34,61,14,27,4,20,0.65,61
lasa,2019-01-10,优,37,85,10,26,5,19,0.61,66
lasa,2019-01-11,优,36,73,12,28,6,19,0.69,63
lasa,2019-01-12,优,42,71,20,41,8,34,1.11,48
lasa,2019-01-13,优,41,50,16,41,6,22,0.91,56
lasa,2019-01-14,优,41,44,17,35,6,20,0.83,63
lasa,2019-01-15,优,50,103,5,21,4,10,0.45,96
lasa,2019-01-16,优,38,48,13,25,5,21,0.65,64
lasa,2019-01-17,优,36,24,15,35,6,27,0.75,47
lasa,2019-01-18,优,39,25,8,26,5,13,0.50,75
lasa,2019-01-19,优,34,21,8,25,6,16,0.55,67
lasa,2019-01-20,优,32,13,11,24,5,20,0.62,57
lasa,2019-01-21,优,36,22,18,33,5,24,0.70,53
lasa,2019-01-22,优,41,26,19,37,5,33,0.84,50
lasa,2019-01-23,优,39,25,13,31,4,17,0.55,72
lasa,2019-01-24,优,41,32,9,22,6,14,0.51,76
lasa,2019-01-25,优,30,5,10,25,7,20,0.60,53
lasa,2019-01-26,良,54,104,15,58,4,17,0.60,72
lasa,2019-01-27,良,54,66,13,57,4,11,0.50,72
lasa,2019-01-28,优,45,41,9,42,4,12,0.52,66
lasa,2019-01-29,优,41,30,6,25,4,8,0.48,79
lasa,2019-01-30,优,43,42,9,28,4,14,0.55,75
lasa,2019-01-31,优,32,10,12,25,4,23,0.70,52
lasa,2019-02-01,优,46,84,15,48,4,22,0.75,62
lasa,2019-02-02,优,47,53,7,23,3,11,0.53,84
lasa,2019-02-03,优,36,19,13,31,5,21,0.76,52
lasa,2019-02-04,优,36,15,13,31,3,18,0.73,50
lasa,2019-02-05,优,36,5,17,28,5,13,0.63,59
lasa,2019-02-06,优,50,91,21,43,3,13,0.58,66
lasa,2019-02-07,优,46,123,12,41,3,12,0.57,75
lasa,2019-02-08,良,51,216,11,44,3,10,0.55,90
lasa,2019-02-09,优,48,165,7,32,3,8,0.55,87
lasa,2019-02-10,优,43,140,6,18,4,9,0.55,83
lasa,2019-02-11,优,35,69,6,16,5,9,0.51,70
lasa,2019-02-12,优,39,78,7,23,4,9,0.49,75
lasa,2019-02-13,优,32,52,8,17,4,15,0.62,61
lasa,2019-02-14,优,26,29,7,17,4,18,0.64,49
lasa,2019-02-15,优,38,101,6,21,3,8,0.49,74
lasa,2019-02-16,优,41,111,6,18,4,8,0.49,78
lasa,2019-02-17,优,39,98,8,25,4,12,0.56,73
lasa,2019-02-18,优,35,103,5,15,4,13,0.61,69
lasa,2019-02-19,优,50,132,11,44,5,14,0.61,80
lasa,2019-02-20,优,46,88,11,40,4,16,0.61,67
lasa,2019-02-21,优,38,73,10,32,4,15,0.61,54
lasa,2019-02-22,优,28,28,8,24,3,18,0.67,49
lasa,2019-02-23,优,41,84,9,36,3,13,0.57,64
lasa,2019-02-24,优,46,94,8,40,2,8,0.48,72
lasa,2019-02-25,良,74,191,16,95,2,5,0.47,81
lasa,2019-02-26,优,46,80,8,29,3,9,0.53,87
lasa,2019-02-27,良,51,118,16,51,3,10,0.55,81
lasa,2019-02-28,优,48,88,7,34,2,5,0.49,90
lasa,2019-03-01,良,59,138,6,21,3,9,0.53,107
lasa,2019-03-02,优,45,106,9,20,3,15,0.62,82
lasa,2019-03-03,优,36,52,11,28,4,14,0.59,65
lasa,2019-03-04,良,55,113,13,43,4,9,0.53,99
lasa,2019-03-05,优,48,112,9,24,3,10,0.49,94
lasa,2019-03-06,优,50,141,12,36,4,10,0.45,92
lasa,2019-03-07,优,46,103,9,26,4,9,0.47,89
lasa,2019-03-08,良,52,116,15,48,4,11,0.48,85
lasa,2019-03-09,优,48,103,9,22,4,14,0.51,91
lasa,2019-03-10,优,43,73,11,29,3,13,0.51,85
lasa,2019-03-11,优,38,16,9,24,3,16,0.56,72
lasa,2019-03-12,优,49,62,14,50,4,18,0.57,68
lasa,2019-03-13,良,63,168,20,76,4,22,0.59,62
lasa,2019-03-14,优,44,52,14,39,3,29,0.62,55
lasa,2019-03-15,优,50,109,12,37,3,11,0.45,93
lasa,2019-03-16,优,48,55,12,32,2,10,0.45,95
lasa,2019-03-17,优,49,75,12,28,2,13,0.47,94
lasa,2019-03-18,优,43,35,14,32,3,15,0.48,85
lasa,2019-03-19,良,55,94,20,48,5,13,0.46,99
lasa,2019-03-20,优,48,51,12,36,5,12,0.46,93
lasa,2019-03-21,优,44,62,13,28,4,13,0.44,86
lasa,2019-03-22,优,43,131,13,32,4,17,0.48,78
lasa,2019-03-23,优,48,181,14,39,3,14,0.44,85
lasa,2019-03-24,优,40,61,11,28,3,16,0.47,73
lasa,2019-03-25,优,43,64,13,41,4,17,0.50,64
lasa,2019-03-26,优,45,54,11,33,3,9,0.44,86
lasa,2019-03-27,优,50,76,17,37,3,8,0.44,91
lasa,2019-03-28,优,48,87,19,48,4,20,0.52,65
lasa,2019-03-29,优,50,89,21,50,4,27,0.63,54
lasa,2019-03-30,优,42,35,12,36,4,13,0.45,70
lasa,2019-03-31,优,40,38,12,26,3,12,0.44,74
lasa,2019-04-01,优,35,25,12,25,4,16,0.46,75
lasa,2019-04-02,良,51,121,9,24,4,12,0.46,101
lasa,2019-04-03,优,44,98,16,40,3,27,0.64,69
lasa,2019-04-04,良,57,160,15,62,3,26,0.58,70
lasa,2019-04-05,良,64,181,12,38,3,15,0.52,120
lasa,2019-04-06,良,53,97,13,37,4,17,0.55,96
lasa,2019-04-07,优,45,62,9,34,3,11,0.55,81
lasa,2019-04-08,良,58,141,10,28,3,13,0.51,105
lasa,2019-04-09,良,52,210,12,36,3,16,0.39,96
lasa,2019-04-10,良,52,200,9,30,3,13,0.38,92
lasa,2019-04-11,优,39,93,9,33,4,19,0.41,65
lasa,2019-04-12,优,42,81,10,36,4,20,0.45,67
lasa,2019-04-13,优,43,67,12,34,4,16,0.42,72
lasa,2019-04-14,良,51,131,9,33,4,9,0.34,96
lasa,2019-04-15,优,49,93,9,25,5,13,0.42,95
lasa,2019-04-16,优,50,99,9,34,5,14,0.40,92
lasa,2019-04-17,优,49,76,12,40,5,16,0.40,89
lasa,2019-04-18,良,57,120,7,23,5,11,0.37,111
lasa,2019-04-19,良,60,164,9,29,4,11,0.35,110
lasa,2019-04-20,良,62,199,9,24,5,9,0.36,116
lasa,2019-04-21,良,54,146,10,30,5,14,0.43,102
lasa,2019-04-22,良,52,144,9,23,5,12,0.42,101
lasa,2019-04-23,良,51,136,11,29,5,14,0.37,96
lasa,2019-04-24,良,54,129,14,39,5,16,0.34,98
lasa,2019-04-25,良,52,161,11,38,5,15,0.34,95
lasa,2019-04-26,良,52,178,9,25,5,12,0.34,100
lasa,2019-04-27,优,50,137,11,31,5,10,0.35,97
lasa,2019-04-28,良,61,255,11,35,5,15,0.39,113
lasa,2019-04-29,良,57,226,11,42,5,15,0.47,107
lasa,2019-04-30,良,52,170,13,45,6,18,0.46,92
lasa,2019-05-01,良,66,221,12,36,5,11,0.43,119
lasa,2019-05-02,良,58,125,15,39,5,17,0.46,105
lasa,2019-05-03,良,58,118,13,38,4,9,0.39,103
lasa,2019-05-04,优,39,24,9,22,5,12,0.43,77
lasa,2019-05-05,优,49,130,9,28,4,6,0.37,97
lasa,2019-05-06,良,75,333,17,44,4,10,0.38,127
lasa,2019-05-07,良,59,236,17,46,4,15,0.38,103
lasa,2019-05-08,良,67,271,20,49,4,10,0.35,118
lasa,2019-05-09,良,65,209,13,30,5,9,0.32,118
lasa,2019-05-10,良,63,173,11,30,4,11,0.29,112
lasa,2019-05-11,良,66,144,17,71,4,9,0.27,101
lasa,2019-05-12,良,60,81,19,43,4,9,0.32,112
lasa,2019-05-13,良,70,195,12,35,4,9,0.31,123
lasa,2019-05-14,良,78,229,16,29,4,13,0.33,132
lasa,2019-05-15,良,56,163,16,38,5,21,0.37,100
lasa,2019-05-16,良,66,232,11,29,4,15,0.34,117
lasa,2019-05-17,良,58,204,13,26,5,17,0.35,108
lasa,2019-05-18,良,56,212,13,37,5,18,0.33,104
lasa,2019-05-19,良,64,226,11,26,5,13,0.32,117
lasa,2019-05-20,良,69,266,13,37,5,13,0.32,122
lasa,2019-05-21,良,65,186,11,26,6,17,0.33,118
lasa,2019-05-22,良,63,144,12,29,6,15,0.33,114
lasa,2019-05-23,良,58,90,9,21,6,16,0.34,109
lasa,2019-05-24,良,61,120,12,25,6,15,0.34,113
lasa,2019-05-25,良,58,164,11,27,6,15,0.35,105
lasa,2019-05-26,良,52,186,15,38,6,12,0.38,96
lasa,2019-05-27,良,80,339,10,23,6,10,0.32,133
lasa,2019-05-28,良,55,232,10,26,6,12,0.36,107
lasa,2019-05-29,良,52,173,14,32,6,13,0.39,102
lasa,2019-05-30,良,69,304,11,21,5,12,0.40,120
lasa,2019-05-31,良,58,216,12,31,6,16,0.42,107
lasa,2019-06-01,良,53,144,15,32,5,24,0.43,95
lasa,2019-06-02,良,56,135,15,34,5,20,0.41,104
lasa,2019-06-03,良,66,214,11,26,5,10,0.37,120
lasa,2019-06-04,良,80,257,12,23,5,12,0.41,135
lasa,2019-06-05,良,58,222,15,30,6,17,0.44,105
lasa,2019-06-06,良,51,206,19,50,6,23,0.45,77
lasa,2019-06-07,优,49,146,13,26,5,9,0.39,96
lasa,2019-06-08,优,44,137,12,27,5,14,0.41,85
lasa,2019-06-09,优,50,179,11,23,4,9,0.38,97
lasa,2019-06-10,良,53,194,11,22,5,8,0.37,106
lasa,2019-06-11,良,73,310,13,19,4,4,0.35,126
lasa,2019-06-14,优,36,148,12,20,6,13,0.42,108
lasa,2019-06-15,优,31,97,12,28,5,10,0.41,88
lasa,2019-06-17,优,34,112,11,25,6,9,0.49,104
lasa,2019-06-18,优,34,167,11,22,5,8,0.42,105
lasa,2019-06-19,优,34,152,10,19,6,8,0.40,109
lasa,2019-06-20,优,31,166,8,23,6,8,0.43,98
lasa,2019-06-25,优,46,161,12,29,6,8,0.32,87
lasa,2019-06-26,优,45,166,13,33,6,9,0.34,84
lasa,2019-06-27,优,48,166,9,32,6,8,0.36,91
lasa,2019-06-28,优,44,159,7,19,6,9,0.39,87
lasa,2019-06-29,良,55,264,9,24,6,11,0.39,105
lasa,2019-06-30,良,55,250,8,24,6,8,0.39,106
lasa,2019-07-01,良,51,184,6,25,5,7,0.38,97
lasa,2019-07-02,优,46,127,9,28,6,7,0.39,81
lasa,2019-07-03,优,42,104,12,15,6,12,0.41,83
lasa,2019-07-04,优,39,113,10,21,8,19,0.42,78
lasa,2019-07-05,优,48,164,8,17,6,14,0.43,93
lasa,2019-07-06,优,40,123,9,21,7,11,0.42,76
lasa,2019-07-07,优,43,147,7,18,6,11,0.43,87
lasa,2019-07-12,优,22,38,7,13,6,14,0.44,69
lasa,2019-07-13,优,26,67,7,16,6,16,0.45,83
lasa,2019-07-14,优,22,38,5,12,6,16,0.43,68
lasa,2019-07-15,优,27,60,7,15,5,17,0.43,86
lasa,2019-07-16,优,31,92,10,23,6,17,0.43,80
lasa,2019-07-17,优,32,113,8,22,6,14,0.40,98
lasa,2019-07-18,优,35,164,7,18,7,15,0.39,113
lasa,2019-07-19,优,37,182,5,13,7,14,0.40,115
lasa,2019-07-20,优,31,100,8,27,8,21,0.41,76
lasa,2019-07-21,优,29,74,5,16,8,17,0.43,91
lasa,2019-07-22,优,33,125,5,17,8,14,0.38,103
lasa,2019-07-23,优,31,126,6,14,9,17,0.43,96
lasa,2019-07-24,优,41,217,13,32,8,23,0.44,91
lasa,2019-07-25,优,36,163,10,31,8,21,0.41,102
lasa,2019-07-26,优,32,101,7,22,8,15,0.38,83
lasa,2019-08-06,优,35,116,5,12,8,16,0.44,67
