city,日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3
heihe,2018-04-26,良,53,77,14,44,8,6,0.36,93
heihe,2018-04-27,优,44,34,13,35,10,9,0.41,79
heihe,2018-04-28,良,53,42,18,51,10,12,0.51,83
heihe,2018-04-29,良,52,49,19,38,6,7,0.44,94
heihe,2018-04-30,优,50,74,17,33,8,8,0.42,95
heihe,2018-05-01,优,46,67,14,26,8,9,0.46,89
heihe,2018-05-02,优,46,51,14,35,9,11,0.49,83
heihe,2018-05-03,良,60,131,31,59,7,12,0.57,109
heihe,2018-05-04,良,76,221,46,80,7,12,0.63,104
heihe,2018-05-05,良,52,105,18,41,7,10,0.58,98
heihe,2018-05-06,良,56,184,18,53,7,9,0.53,93
heihe,2018-05-07,优,43,77,12,24,8,9,0.48,84
heihe,2018-05-08,良,63,182,32,56,9,11,0.60,102
heihe,2018-05-09,良,76,226,40,74,8,11,0.53,95
heihe,2018-05-10,良,54,99,16,48,7,8,0.51,95
heihe,2018-05-11,优,46,57,11,21,6,9,0.45,86
heihe,2018-05-12,优,50,72,18,51,8,15,0.60,64
heihe,2018-05-13,优,49,62,18,34,7,8,0.49,89
heihe,2018-05-14,优,50,71,18,47,7,9,0.59,94
heihe,2018-05-15,优,43,41,13,28,6,8,0.49,84
heihe,2018-05-16,优,45,65,12,23,6,8,0.46,87
heihe,2018-05-17,优,42,49,11,24,6,7,0.42,84
heihe,2018-05-18,优,43,29,12,31,6,12,0.48,80
heihe,2018-05-19,优,49,95,12,31,7,8,0.48,96
heihe,2018-05-20,良,61,275,15,49,7,8,0.48,111
heihe,2018-05-21,良,57,237,17,44,6,8,0.53,106
heihe,2018-05-22,良,73,292,21,88,5,7,0.48,106
heihe,2018-05-23,优,43,43,11,22,6,5,0.41,84
heihe,2018-05-24,优,37,20,12,30,5,7,0.46,68
heihe,2018-05-25,优,34,22,13,27,5,8,0.50,64
heihe,2018-05-26,优,35,23,12,19,5,7,0.52,66
heihe,2018-05-27,优,34,22,9,23,5,9,0.52,64
heihe,2018-05-28,优,43,37,12,31,6,11,0.53,81
heihe,2018-05-29,优,48,68,13,32,6,9,0.50,89
heihe,2018-05-30,优,48,85,19,45,6,11,0.50,83
heihe,2018-05-31,良,55,119,26,51,6,10,0.52,101
heihe,2018-06-01,良,70,181,23,71,7,14,0.63,112
heihe,2018-06-02,良,61,126,20,43,6,11,0.52,106
heihe,2018-06-03,良,90,255,24,84,6,14,0.69,134
heihe,2018-06-04,良,68,189,19,70,5,10,0.56,105
heihe,2018-06-05,良,54,125,13,49,5,11,0.51,92
heihe,2018-06-06,良,54,108,11,24,4,9,0.53,103
heihe,2018-06-07,优,40,57,10,20,4,9,0.56,75
heihe,2018-06-08,优,26,22,9,22,4,8,0.51,47
heihe,2018-06-09,优,23,5,9,14,4,7,0.44,43
heihe,2018-06-10,优,26,8,12,20,5,9,0.51,46
heihe,2018-06-11,优,37,35,9,24,5,8,0.54,71
heihe,2018-06-12,优,37,35,11,27,4,10,0.40,65
heihe,2018-06-13,优,33,30,12,28,4,9,0.42,57
heihe,2018-06-14,优,35,39,11,19,5,8,0.48,65
heihe,2018-06-15,优,22,1,10,20,4,8,0.46,36
heihe,2018-06-16,优,21,1,8,13,4,6,0.46,43
heihe,2018-06-17,优,38,32,10,23,5,7,0.45,68
heihe,2018-06-18,优,31,21,11,27,6,9,0.49,55
heihe,2018-06-19,优,27,2,11,21,7,6,0.42,40
heihe,2018-06-20,优,25,5,10,23,7,7,0.42,39
heihe,2018-06-21,优,28,16,10,23,6,7,0.44,53
heihe,2018-06-22,优,38,81,12,30,6,8,0.45,77
heihe,2018-06-23,优,34,77,12,28,7,6,0.42,62
heihe,2018-06-24,优,33,74,10,27,6,7,0.42,58
heihe,2018-06-25,优,32,84,10,30,6,9,0.49,40
heihe,2018-06-26,优,24,22,7,20,5,8,0.46,42
heihe,2018-06-27,优,26,29,8,24,6,9,0.46,43
heihe,2018-06-28,优,34,66,9,29,7,9,0.44,59
heihe,2018-06-29,优,36,58,9,27,6,10,0.47,69
heihe,2018-06-30,优,35,64,8,24,5,7,0.48,69
heihe,2018-07-01,优,40,108,12,31,6,11,0.53,76
heihe,2018-07-02,良,52,200,12,31,6,11,0.60,98
heihe,2018-07-03,优,44,166,11,34,5,8,0.59,71
heihe,2018-07-04,优,34,66,11,33,5,5,0.44,45
heihe,2018-07-05,优,30,41,10,29,5,6,0.42,48
heihe,2018-07-06,优,32,79,10,28,6,7,0.42,49
heihe,2018-07-07,优,36,156,8,29,5,7,0.44,65
heihe,2018-07-08,优,31,87,9,26,5,6,0.49,58
heihe,2018-07-09,优,35,147,7,18,6,6,0.55,73
heihe,2018-07-10,优,36,130,10,26,6,8,0.52,71
heihe,2018-07-11,优,33,73,9,29,6,8,0.56,60
heihe,2018-07-12,优,34,105,9,27,5,7,0.64,54
heihe,2018-07-13,优,37,113,10,30,5,7,0.58,64
heihe,2018-07-14,优,35,106,8,30,7,9,0.50,61
heihe,2018-07-15,优,26,34,9,24,6,7,0.43,37
heihe,2018-07-16,优,26,43,7,25,7,7,0.42,37
heihe,2018-07-17,优,27,32,8,26,6,10,0.54,34
heihe,2018-07-18,优,31,61,9,28,5,8,0.59,46
heihe,2018-07-19,优,26,34,8,22,5,7,0.53,48
heihe,2018-07-20,优,25,15,7,24,6,6,0.51,26
heihe,2018-07-21,优,26,17,9,25,6,5,0.50,31
heihe,2018-07-22,优,28,24,7,25,6,5,0.55,52
heihe,2018-07-23,优,31,39,8,23,6,6,0.53,58
heihe,2018-07-24,优,28,39,8,27,6,6,0.66,29
heihe,2018-07-25,优,29,21,9,27,6,5,0.77,44
heihe,2018-07-26,优,32,48,11,31,7,7,0.59,41
heihe,2018-07-27,优,34,58,12,33,7,7,0.62,40
heihe,2018-07-28,优,36,70,12,32,7,6,0.63,65
heihe,2018-07-29,优,32,50,9,26,6,8,0.56,61
heihe,2018-07-30,优,40,101,13,33,8,7,0.64,52
heihe,2018-07-31,优,42,113,14,41,7,7,0.66,42
heihe,2018-08-01,优,33,47,10,30,7,6,0.52,55
heihe,2018-08-02,优,34,53,11,33,7,7,0.51,41
heihe,2018-08-03,优,34,77,10,33,5,6,0.45,33
heihe,2018-08-04,优,34,57,11,33,6,7,0.46,36
heihe,2018-08-05,优,35,60,12,34,6,11,0.54,32
heihe,2018-08-06,优,41,99,12,43,8,9,0.57,48
heihe,2018-08-07,优,42,115,10,42,7,7,0.55,48
heihe,2018-08-08,优,46,131,10,47,6,8,0.53,46
heihe,2018-08-09,优,35,25,8,34,6,9,0.54,38
heihe,2018-08-10,优,29,19,7,23,8,5,0.48,41
heihe,2018-08-11,优,27,25,9,26,7,6,0.40,39
heihe,2018-08-12,优,30,30,11,27,7,7,0.45,39
heihe,2018-08-13,优,36,89,11,35,6,6,0.45,40
heihe,2018-08-14,优,38,138,10,37,6,6,0.50,44
heihe,2018-08-15,优,33,76,9,32,7,6,0.47,29
heihe,2018-08-16,优,31,36,9,30,6,6,0.46,33
heihe,2018-08-17,优,38,99,10,38,6,8,0.51,46
heihe,2018-08-18,优,33,45,11,32,7,7,0.51,44
heihe,2018-08-19,优,32,68,12,30,7,7,0.53,44
heihe,2018-08-20,优,31,38,9,28,6,8,0.57,46
heihe,2018-08-21,优,27,7,8,26,6,14,0.61,39
heihe,2018-08-22,优,33,28,10,29,7,9,0.54,39
heihe,2018-08-23,优,35,23,10,35,7,10,0.49,44
heihe,2018-08-25,优,40,64,8,39,6,10,0.53,30
heihe,2018-08-27,良,52,166,13,57,8,13,0.56,33
heihe,2018-08-29,优,28,39,8,27,7,7,0.47,26
heihe,2018-08-31,优,37,124,10,38,8,13,0.48,32
heihe,2018-09-02,优,36,133,8,35,6,7,0.47,52
heihe,2018-09-03,优,23,17,6,21,5,7,0.50,36
heihe,2018-09-04,优,18,4,6,16,5,7,0.53,31
heihe,2018-09-05,优,24,31,6,19,6,6,0.40,37
heihe,2018-09-06,优,23,14,8,22,5,6,0.40,34
heihe,2018-09-07,优,23,13,7,21,6,6,0.43,39
heihe,2018-09-08,优,24,22,9,23,5,5,0.29,40
heihe,2018-09-09,优,31,32,13,27,7,9,0.33,49
heihe,2018-09-10,优,36,51,12,34,7,10,0.38,50
heihe,2018-09-11,优,44,100,14,45,8,12,0.51,59
heihe,2018-09-12,优,40,103,14,37,6,10,0.61,55
heihe,2018-09-13,优,33,68,12,32,7,10,0.50,45
heihe,2018-09-14,优,29,38,9,26,10,10,0.41,39
heihe,2018-09-15,优,27,25,7,24,8,7,0.30,47
heihe,2018-09-16,优,25,30,7,21,7,8,0.31,39
heihe,2018-09-17,优,21,23,8,20,7,6,0.33,32
heihe,2018-09-18,优,27,74,8,25,8,10,0.39,38
heihe,2018-09-19,优,32,85,8,31,8,13,0.42,31
heihe,2018-09-20,优,47,196,11,48,9,14,0.42,36
heihe,2018-09-21,优,36,71,9,36,7,10,0.39,49
heihe,2018-09-22,优,34,63,9,27,6,11,0.37,56
heihe,2018-09-23,优,31,68,9,30,6,11,0.39,34
heihe,2018-09-24,优,24,31,9,21,7,7,0.36,40
heihe,2018-09-25,优,31,62,10,27,9,13,0.41,40
heihe,2018-09-26,优,30,48,11,29,7,11,0.43,36
heihe,2018-09-27,优,40,110,11,42,9,13,0.52,42
heihe,2018-09-28,优,46,153,15,51,8,22,0.56,34
heihe,2018-09-29,优,38,80,12,39,9,15,0.40,49
heihe,2018-09-30,优,34,59,9,31,8,6,0.30,54
heihe,2018-10-01,优,35,75,11,33,9,14,0.35,46
heihe,2018-10-02,优,35,44,10,35,9,10,0.38,50
heihe,2018-10-03,优,29,15,12,25,13,11,0.39,45
heihe,2018-10-04,优,44,60,12,45,12,11,0.42,57
heihe,2018-10-05,良,55,122,18,58,14,13,0.52,82
heihe,2018-10-06,优,42,59,17,43,17,13,0.51,56
heihe,2018-10-07,优,28,10,11,26,13,13,0.36,34
heihe,2018-10-08,优,30,29,11,28,10,12,0.32,33
heihe,2018-10-09,优,19,5,9,12,7,5,0.28,34
heihe,2018-10-10,优,24,19,11,20,10,10,0.34,31
heihe,2018-10-11,优,29,30,12,29,11,14,0.38,31
heihe,2018-10-12,优,44,80,16,48,14,20,0.52,22
heihe,2018-10-13,优,39,40,12,39,18,14,0.39,39
heihe,2018-10-14,优,23,14,8,21,9,6,0.30,37
heihe,2018-10-15,优,20,9,9,17,8,6,0.37,34
heihe,2018-10-16,优,22,15,9,18,9,7,0.33,37
heihe,2018-10-17,优,28,35,11,25,10,16,0.39,37
heihe,2018-10-18,优,37,67,13,37,20,20,0.45,32
heihe,2018-10-19,优,41,79,12,40,13,17,0.38,43
heihe,2018-10-20,优,43,105,15,44,14,18,0.42,28
heihe,2018-10-21,优,36,70,14,38,12,15,0.43,26
heihe,2018-10-22,良,70,240,37,88,16,19,0.77,60
heihe,2018-10-23,良,60,207,29,67,11,15,0.65,40
heihe,2018-10-24,优,47,106,21,50,8,11,0.43,41
heihe,2018-10-25,优,32,26,15,29,11,12,0.34,43
heihe,2018-10-26,优,27,6,12,26,10,12,0.41,35
heihe,2018-10-27,优,22,4,9,16,7,5,0.34,44
heihe,2018-10-28,优,26,21,9,24,7,7,0.35,44
heihe,2018-10-29,优,24,14,13,23,12,13,0.53,31
heihe,2018-10-30,优,29,29,8,20,8,8,0.36,58
heihe,2018-10-31,优,42,66,13,39,13,16,0.51,49
heihe,2018-11-01,优,43,46,16,43,15,18,0.55,38
heihe,2018-11-02,优,36,32,13,35,21,16,0.47,37
heihe,2018-11-03,优,33,25,13,32,9,8,0.38,48
heihe,2018-11-04,优,39,72,14,39,13,10,0.42,40
heihe,2018-11-05,优,46,150,14,49,25,14,0.51,28
heihe,2018-11-06,优,44,209,14,43,15,11,0.45,38
heihe,2018-11-07,优,48,213,17,50,20,14,0.49,37
heihe,2018-11-08,良,73,310,35,94,19,25,0.68,26
heihe,2018-11-09,良,61,238,21,71,10,16,0.54,32
heihe,2018-11-10,优,40,62,11,38,9,6,0.40,57
heihe,2018-11-11,优,41,57,13,40,8,6,0.44,55
heihe,2018-11-12,优,37,57,11,36,10,9,0.43,50
heihe,2018-11-13,优,45,113,16,48,16,14,0.53,42
heihe,2018-11-14,良,58,156,25,65,20,15,0.61,39
heihe,2018-11-15,优,43,106,16,43,12,12,0.52,42
heihe,2018-11-16,优,42,210,13,42,17,11,0.53,47
heihe,2018-11-17,优,47,216,18,50,17,14,0.59,38
heihe,2018-11-18,良,57,213,27,64,33,21,0.77,26
heihe,2018-11-19,优,37,90,15,36,12,8,0.52,51
heihe,2018-11-20,优,44,109,16,46,16,12,0.60,36
heihe,2018-11-21,优,49,166,19,54,18,17,0.65,30
heihe,2018-11-22,优,38,78,14,37,14,9,0.59,41
heihe,2018-11-23,良,55,110,25,63,31,19,0.79,30
heihe,2018-11-24,良,75,168,39,98,23,28,0.99,17
heihe,2018-11-25,良,64,94,40,76,23,18,0.76,40
heihe,2018-11-26,良,92,175,37,293,20,17,0.79,38
heihe,2018-11-27,优,48,47,15,51,12,8,0.56,42
heihe,2018-11-28,优,36,19,13,35,10,8,0.66,49
heihe,2018-11-29,优,43,29,21,46,23,15,0.73,42
heihe,2018-11-30,良,54,63,26,59,24,21,0.69,26
heihe,2018-12-01,优,37,16,18,38,21,9,0.51,43
heihe,2018-12-02,良,60,102,32,69,16,20,0.75,32
heihe,2018-12-03,优,42,35,16,42,22,10,0.51,41
heihe,2018-12-04,优,47,131,17,51,11,12,0.53,36
heihe,2018-12-05,优,43,88,21,46,15,13,0.61,41
heihe,2018-12-06,优,43,155,15,44,10,8,0.54,50
heihe,2018-12-07,优,32,97,10,29,10,6,0.49,59
heihe,2018-12-08,优,35,132,11,31,10,6,0.52,64
heihe,2018-12-09,优,36,110,14,33,11,7,0.52,61
heihe,2018-12-10,优,43,147,21,45,18,15,0.68,51
heihe,2018-12-11,良,55,156,28,62,25,20,0.81,41
heihe,2018-12-12,良,63,134,33,73,18,24,0.83,25
heihe,2018-12-13,优,46,69,19,48,17,17,0.80,40
heihe,2018-12-14,良,57,105,31,65,28,23,0.95,34
heihe,2018-12-15,良,67,146,41,80,30,20,0.91,31
heihe,2018-12-16,良,67,139,40,75,22,18,0.74,28
heihe,2018-12-17,良,62,118,30,71,17,23,0.80,20
heihe,2018-12-18,优,50,59,21,55,23,16,0.73,32
heihe,2018-12-19,优,39,31,17,40,15,14,0.58,48
heihe,2018-12-20,良,71,134,38,90,23,32,1.00,18
heihe,2018-12-21,良,70,155,40,90,19,34,1.03,12
heihe,2018-12-28,优,35,71,10,30,9,7,0.52,64
heihe,2018-12-29,优,38,105,12,32,8,6,0.51,67
heihe,2018-12-30,优,36,46,13,30,9,8,0.52,65
heihe,2018-12-31,优,34,33,10,27,8,8,0.56,65
heihe,2017-01-01,良,73,73,52,64,34,22,0.68,41
heihe,2017-01-02,良,77,81,56,71,44,23,0.76,31
heihe,2017-01-03,轻度污染,111,127,83,103,40,30,0.98,20
heihe,2017-01-04,良,81,86,59,77,42,21,0.62,32
heihe,2017-01-05,轻度污染,104,183,77,97,49,30,0.86,25
heihe,2017-01-06,轻度污染,107,242,79,99,38,26,0.85,31
heihe,2017-01-07,轻度污染,128,291,97,116,57,25,0.94,39
heihe,2017-01-08,良,94,226,69,86,49,25,0.67,50
heihe,2017-01-09,优,30,7,16,28,15,11,0.20,49
heihe,2017-01-10,优,33,18,18,30,18,11,0.50,49
heihe,2017-01-11,优,30,18,16,26,18,10,0.56,54
heihe,2017-01-12,优,37,47,11,34,16,9,0.28,55
heihe,2017-01-13,优,32,44,16,28,15,15,0.35,51
heihe,2017-01-14,优,30,24,11,24,14,9,0.29,57
heihe,2017-01-15,优,29,12,14,27,12,8,0.43,50
heihe,2017-01-16,优,32,11,16,30,20,12,0.54,48
heihe,2017-01-17,优,37,25,23,35,31,18,0.67,39
heihe,2017-01-18,优,41,35,25,39,37,18,0.77,39
heihe,2017-01-19,优,48,66,31,45,42,21,0.77,42
heihe,2017-01-20,良,56,130,38,51,48,24,0.84,42
heihe,2017-01-21,优,36,4,21,33,30,14,0.59,49
heihe,2017-01-22,优,44,35,26,41,28,18,0.72,49
heihe,2017-01-23,优,40,14,22,41,25,20,0.72,45
heihe,2017-01-24,良,54,84,35,52,32,23,0.76,44
heihe,2017-01-25,良,79,99,58,69,45,24,0.86,46
heihe,2017-01-26,良,94,137,66,93,33,22,0.81,58
heihe,2017-01-27,优,33,3,16,29,12,7,0.45,60
heihe,2017-01-28,优,44,5,25,41,17,8,0.48,60
heihe,2017-01-29,优,38,6,19,32,20,10,0.51,58
heihe,2017-01-30,优,36,20,17,31,21,10,0.51,59
heihe,2017-01-31,优,36,26,23,33,20,8,0.48,56
heihe,2017-02-01,优,39,32,20,35,21,10,0.58,55
heihe,2017-02-02,优,45,66,27,45,26,22,0.73,48
heihe,2017-02-03,良,52,93,34,46,26,23,0.74,53
heihe,2017-02-04,良,55,76,36,51,27,21,0.71,53
heihe,2017-02-05,优,30,3,14,25,9,8,0.46,60
heihe,2017-02-06,优,34,13,12,26,9,9,0.44,66
heihe,2017-02-07,优,33,19,14,27,11,11,0.48,61
heihe,2017-02-08,优,31,20,11,25,8,9,0.63,61
heihe,2017-02-09,优,32,10,13,27,10,7,0.49,61
heihe,2017-02-10,优,35,11,12,28,10,8,0.49,67
heihe,2017-02-11,优,40,9,15,31,12,8,0.58,72
heihe,2017-02-12,良,51,34,28,47,30,20,0.79,62
heihe,2017-02-13,良,58,54,41,55,44,26,0.93,51
heihe,2017-02-14,优,41,10,21,34,28,18,0.71,67
heihe,2017-02-15,良,78,97,55,75,35,27,0.90,73
heihe,2017-02-16,良,52,30,27,48,11,10,0.68,79
heihe,2017-02-17,优,36,8,12,24,8,7,0.60,71
heihe,2017-02-18,优,38,14,17,27,19,12,0.71,66
heihe,2017-02-19,良,55,38,37,53,39,27,0.97,50
heihe,2017-02-20,优,47,37,28,41,28,20,0.89,57
heihe,2017-02-21,优,47,60,29,42,34,20,0.89,65
heihe,2017-02-22,优,47,79,29,41,20,16,0.82,70
heihe,2017-02-23,优,41,65,19,27,19,12,0.71,67
heihe,2017-02-24,优,35,38,18,30,12,8,0.62,63
heihe,2017-02-25,优,34,35,16,27,18,13,0.63,60
heihe,2017-02-26,优,40,30,25,36,32,16,0.74,55
heihe,2017-02-27,良,71,140,51,63,28,18,0.82,79
heihe,2017-02-28,优,48,26,30,41,15,13,0.66,64
heihe,2017-03-01,优,35,7,18,26,20,12,0.62,54
heihe,2017-03-02,优,41,14,26,34,25,17,0.70,47
heihe,2017-03-03,优,35,3,21,34,20,13,0.51,49
heihe,2017-03-04,优,37,7,20,30,19,12,0.55,55
heihe,2017-03-05,优,33,2,15,24,12,9,0.46,63
heihe,2017-03-06,优,33,10,13,24,10,8,0.45,66
heihe,2017-03-07,优,39,37,14,27,11,10,0.43,76
heihe,2017-03-08,优,35,17,13,21,10,9,0.45,67
heihe,2017-03-09,优,33,8,15,21,11,9,0.47,64
heihe,2017-03-10,优,38,24,19,29,16,13,0.55,66
heihe,2017-03-11,优,50,67,33,47,21,18,0.59,70
heihe,2017-03-12,优,39,29,14,28,12,10,0.40,74
heihe,2017-03-13,优,40,69,13,23,15,13,0.49,71
heihe,2017-03-14,优,36,31,18,25,20,13,0.48,67
heihe,2017-03-15,良,56,117,35,53,39,24,0.63,57
heihe,2017-03-16,良,51,84,33,46,23,21,0.61,58
heihe,2017-03-17,优,42,36,22,34,19,18,0.58,66
heihe,2017-03-18,优,48,63,29,45,22,21,0.59,55
heihe,2017-03-19,优,45,65,26,42,21,19,0.58,58
heihe,2017-03-20,优,36,27,17,31,12,12,0.41,69
heihe,2017-03-21,优,40,33,17,30,12,9,0.40,76
heihe,2017-03-22,优,38,41,19,30,12,9,0.42,75
heihe,2017-03-23,优,39,29,18,29,13,10,0.51,71
heihe,2017-03-24,优,42,51,21,35,13,12,0.51,71
heihe,2017-03-25,优,47,87,28,45,14,13,0.58,77
heihe,2017-03-26,优,47,51,28,40,12,12,0.54,78
heihe,2017-03-27,优,50,34,29,43,16,16,0.62,75
heihe,2017-03-28,良,72,159,49,68,21,25,0.71,61
heihe,2017-03-29,良,62,80,40,65,11,18,0.60,64
heihe,2017-03-30,良,61,127,40,59,13,17,0.61,71
heihe,2017-03-31,轻度污染,144,356,110,129,19,26,0.79,80
heihe,2017-04-01,轻度污染,114,328,81,98,20,23,0.70,84
heihe,2017-04-02,良,56,53,28,53,16,11,0.53,91
heihe,2017-04-03,良,83,208,61,80,19,21,0.77,83
heihe,2017-04-04,轻度污染,144,354,109,138,17,19,0.77,86
heihe,2017-04-05,优,38,8,15,28,14,9,0.38,69
heihe,2017-04-06,优,39,9,23,35,12,9,0.46,57
heihe,2017-04-07,优,49,60,33,43,13,9,0.63,55
heihe,2017-04-08,优,37,27,17,27,11,7,0.56,67
heihe,2017-04-09,良,69,315,48,57,14,16,0.82,64
heihe,2017-04-10,良,59,224,37,61,15,14,0.53,57
heihe,2017-04-11,优,36,38,12,26,13,6,0.49,70
heihe,2017-04-12,优,38,29,13,27,14,9,0.48,67
heihe,2017-04-13,优,39,14,21,39,14,16,0.58,59
heihe,2017-04-14,优,40,9,24,38,13,16,0.56,50
heihe,2017-04-15,优,35,8,16,29,10,8,0.55,61
heihe,2017-04-16,良,56,78,30,44,11,11,0.69,69
heihe,2017-04-17,良,60,145,37,52,8,11,0.62,62
heihe,2017-04-18,优,39,20,23,34,6,9,0.62,64
heihe,2017-04-19,优,30,3,10,21,5,7,0.63,60
heihe,2017-04-20,优,30,6,11,20,5,10,0.57,60
heihe,2017-04-21,优,33,10,13,26,9,10,0.53,60
heihe,2017-04-22,优,34,5,13,26,5,8,0.53,65
heihe,2017-04-23,优,40,17,15,26,7,8,0.55,79
heihe,2017-04-23,优,40,17,15,26,7,8,0.55,79
heihe,2017-04-24,优,30,3,14,25,7,8,0.56,57
heihe,2017-04-25,优,30,8,11,16,5,11,0.65,58
heihe,2017-04-26,优,38,53,9,21,7,8,0.63,74
heihe,2017-04-27,优,39,50,11,24,7,9,0.59,77
heihe,2017-04-28,优,40,10,12,25,9,10,0.65,75
heihe,2017-04-29,优,40,7,13,24,6,7,0.67,74
heihe,2017-04-30,优,39,9,11,24,10,10,0.58,70
heihe,2017-05-01,优,44,19,23,44,11,18,0.66,65
heihe,2017-05-02,良,57,104,26,64,9,13,0.65,83
heihe,2017-05-03,良,100,320,25,122,7,9,0.61,100
heihe,2017-05-04,严重污染,279,320,99,632,7,10,0.56,81
heihe,2017-05-05,良,55,89,12,61,5,8,0.59,70
heihe,2017-05-06,优,46,30,16,46,8,14,0.55,64
heihe,2017-05-07,优,33,17,11,27,8,7,0.56,61
heihe,2017-05-08,优,31,8,16,25,9,12,0.66,60
heihe,2017-05-09,良,59,160,23,63,8,15,0.71,96
heihe,2017-05-10,优,39,12,11,25,10,16,0.67,75
heihe,2017-05-11,优,42,25,13,35,9,15,0.42,87
heihe,2017-05-12,优,43,42,16,30,8,14,0.61,81
heihe,2017-05-13,优,36,8,13,31,9,14,0.59,66
heihe,2017-05-14,优,41,32,12,27,9,12,0.56,78
heihe,2017-05-15,优,38,46,11,28,11,16,0.59,71
heihe,2017-05-16,优,43,48,14,39,11,19,0.64,67
heihe,2017-05-17,优,49,33,18,52,11,17,0.67,73
heihe,2017-05-18,优,47,28,16,48,9,12,0.56,58
heihe,2017-05-19,优,42,27,13,38,9,9,0.48,77
heihe,2017-05-20,优,36,16,12,25,9,8,0.53,70
heihe,2017-05-20,优,36,16,12,25,9,8,0.53,70
heihe,2017-05-21,优,39,54,12,24,8,9,0.60,72
heihe,2017-05-22,优,36,58,11,26,7,8,0.61,77
heihe,2017-05-23,优,42,89,13,28,8,12,0.62,77
heihe,2017-05-24,优,35,50,11,24,8,13,0.52,65
heihe,2017-05-25,优,38,33,12,29,8,14,0.61,73
heihe,2017-05-26,优,43,27,11,35,8,16,0.63,83
heihe,2017-05-27,优,50,27,13,41,8,18,0.59,95
heihe,2017-05-28,良,58,39,20,64,7,15,0.50,83
heihe,2017-05-29,优,33,3,13,27,7,7,0.40,58
heihe,2017-05-30,优,26,3,13,24,9,8,0.49,38
heihe,2017-05-31,优,27,8,13,26,11,10,0.39,43
heihe,2017-06-01,优,26,7,12,25,10,9,0.36,41
heihe,2017-06-02,优,27,11,11,24,12,13,0.38,44
heihe,2017-06-03,优,30,15,10,25,12,11,0.38,58
heihe,2017-06-04,优,33,26,12,26,11,12,0.38,64
heihe,2017-06-05,优,41,72,12,31,11,13,0.40,78
heihe,2017-06-06,良,63,314,15,70,11,18,0.52,93
heihe,2017-06-07,优,43,62,10,41,11,11,0.47,65
heihe,2017-06-08,优,37,46,11,36,11,10,0.53,48
heihe,2017-06-09,优,36,66,10,35,11,10,0.51,35
heihe,2017-06-10,优,38,117,11,37,10,11,0.53,51
heihe,2017-06-11,优,42,110,10,42,10,14,0.54,51
heihe,2017-06-12,优,41,97,11,41,13,18,0.56,56
heihe,2017-06-13,优,49,163,15,49,12,20,0.56,51
heihe,2017-06-14,优,32,48,18,28,13,16,0.45,42
heihe,2017-06-15,优,36,56,15,31,10,18,0.49,55
heihe,2017-06-16,优,45,115,15,36,9,20,0.52,75
heihe,2017-06-17,优,45,97,17,34,10,21,0.52,83
heihe,2017-06-18,优,35,32,14,30,8,13,0.55,69
heihe,2017-06-19,优,32,29,10,22,8,13,0.59,62
heihe,2017-06-20,优,27,17,12,24,8,15,0.61,45
heihe,2017-06-21,优,36,67,12,35,11,19,0.55,45
heihe,2017-06-22,优,35,74,13,35,9,15,0.53,50
heihe,2017-06-23,优,42,110,16,41,9,13,0.51,59
heihe,2017-06-24,优,44,139,17,44,9,14,0.52,64
heihe,2017-06-25,优,39,108,12,39,8,15,0.50,52
heihe,2017-06-26,优,48,140,19,51,11,24,0.59,55
heihe,2017-06-27,优,34,40,15,33,9,12,0.57,37
heihe,2017-06-28,优,33,40,13,32,9,14,0.63,54
heihe,2017-06-29,优,32,56,11,27,10,14,0.68,53
heihe,2017-06-30,优,34,80,13,32,10,13,0.61,58
heihe,2017-07-01,优,40,124,12,35,14,13,0.63,64
heihe,2017-07-02,优,44,152,17,44,14,15,0.60,54
heihe,2017-07-03,优,47,156,20,49,14,20,0.63,59
heihe,2017-07-04,良,57,189,18,42,13,16,0.58,92
heihe,2017-07-05,良,72,268,17,46,15,20,0.55,125
heihe,2017-07-06,良,83,339,25,55,14,15,0.57,142
heihe,2017-07-07,良,95,351,28,61,12,19,0.69,147
heihe,2017-07-08,良,63,250,28,55,10,16,0.70,105
heihe,2017-07-09,良,62,274,33,56,13,14,0.77,108
heihe,2017-07-10,良,79,295,25,35,12,13,0.73,129
heihe,2017-07-11,优,46,125,17,19,11,13,0.62,88
heihe,2017-07-12,优,34,45,11,24,11,14,0.56,65
heihe,2017-07-13,优,25,19,10,22,12,13,0.70,33
heihe,2017-07-14,优,28,24,14,23,10,12,0.70,43
heihe,2017-07-15,优,27,33,16,20,11,10,0.63,43
heihe,2017-07-16,优,26,25,10,21,10,11,0.65,44
heihe,2017-07-17,优,32,53,9,24,12,13,0.65,56
heihe,2017-07-18,优,34,68,12,28,11,16,0.68,53
heihe,2017-07-19,优,36,87,15,29,9,9,0.46,61
heihe,2017-07-20,优,37,82,15,31,10,11,0.50,67
heihe,2017-07-21,优,34,50,15,30,11,12,0.51,58
heihe,2017-07-22,优,40,79,17,32,11,15,0.58,70
heihe,2017-07-23,优,35,53,9,22,11,10,0.54,65
heihe,2017-07-24,优,34,48,15,32,9,7,0.55,48
heihe,2017-07-25,优,38,58,19,37,10,9,0.47,52
heihe,2017-07-26,优,39,52,20,36,13,11,0.42,57
heihe,2017-07-27,优,29,10,17,26,13,15,0.53,45
